emp_no,first_name,last_name,birth_date,from_date,to_date,title
14352,Sudhanshu,Braccini,1964-07-03,1996-10-06,9999-01-01,Senior Engineer
14356,Remko,Zeidenstein,1964-04-15,1985-06-04,9999-01-01,Senior Engineer
14379,Udaiprakash,Rando,1964-10-21,1989-01-12,1992-02-10,Assistant Engineer
14381,Danco,Weedon,1964-06-11,1998-06-21,9999-01-01,Staff
14387,Guozhong,Sanella,1964-09-17,1993-03-17,1998-06-19,Staff
14396,Charmane,Gubsky,1964-12-17,1989-10-26,9999-01-01,Senior Staff
14408,Hiroyasu,Peot,1964-03-14,1988-05-08,1989-10-10,Technique Leader
14451,Hirochika,Tagansky,1964-05-20,1995-07-19,9999-01-01,Engineer
14459,Aruna,Boreale,1964-09-21,1997-06-04,9999-01-01,Technique Leader
14468,Unal,Ertl,1964-12-03,1992-09-02,9999-01-01,Senior Staff
14477,Frederique,Coors,1964-07-21,1994-09-30,9999-01-01,Senior Staff
14479,Thodoros,Suessmith,1964-08-22,1991-11-27,9999-01-01,Senior Staff
14503,Bernd,Beerel,1964-06-04,1989-09-07,9999-01-01,Senior Engineer
14504,Lidong,Sidje,1964-02-27,1992-06-12,1998-01-12,Senior Staff
14517,Kwangho,Hatcliff,1964-02-28,1997-04-07,9999-01-01,Senior Engineer
14519,Xiong,Usery,1964-10-23,1996-09-14,9999-01-01,Staff
14523,Leif,Busillo,1964-06-13,1994-07-21,9999-01-01,Senior Staff
14528,Poornachandra,Bondorf,1964-08-22,1996-04-13,1997-11-19,Senior Staff
14541,Suebskul,Terwilliger,1964-12-26,1996-04-25,9999-01-01,Senior Staff
14584,Oldrich,Undy,1964-06-11,1999-01-18,9999-01-01,Engineer
14590,Huei,Luce,1964-06-03,1985-05-14,1995-12-28,Senior Staff
14592,Paddy,Keohane,1964-03-31,1993-10-26,9999-01-01,Engineer
14598,Brigham,Dusink,1964-04-21,1991-07-14,9999-01-01,Engineer
14618,Cedric,Brlek,1964-09-04,1989-12-26,9999-01-01,Senior Staff
14624,Moon,Rosin,1964-11-18,1996-04-10,2001-04-01,Engineer
14643,Toshimitsu,Ozery,1964-05-26,1990-11-23,1996-02-13,Engineer
14671,Elliott,Perri,1964-02-23,1987-08-05,9999-01-01,Engineer
14672,Parto,Pietracaprina,1964-07-01,1988-07-23,1995-05-21,Senior Staff
14680,Martine,Katzenelson,1964-06-27,1990-08-04,1995-12-24,Staff
14688,Ute,Ullian,1964-10-20,1985-07-06,1985-08-08,Staff
14694,Nigel,Suessmith,1964-04-23,1993-06-27,9999-01-01,Engineer
14698,Kirk,Kambil,1964-03-13,1992-07-02,9999-01-01,Senior Staff
14702,Shrikanth,Keustermans,1964-12-18,1998-05-04,9999-01-01,Engineer
14731,Hyuckchul,Roccetti,1964-02-27,1997-10-05,9999-01-01,Staff
14754,Leon,Garnham,1964-05-27,1998-05-20,9999-01-01,Engineer
14757,Kerhong,Eiter,1964-01-26,1992-06-22,9999-01-01,Senior Staff
14769,Paraskevi,Demeyer,1964-01-28,1996-08-15,9999-01-01,Senior Engineer
14779,Xianlong,Benaini,1964-01-12,1992-05-02,9999-01-01,Engineer
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14792,Aiichiro,Michaeli,1964-11-23,1996-04-13,9999-01-01,Technique Leader
14795,Dung,Merkl,1964-06-07,1995-11-25,9999-01-01,Technique Leader
14800,Mabry,Camurati,1964-08-29,1992-09-14,9999-01-01,Assistant Engineer
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Senior Staff
14822,Indrajit,Shigei,1964-09-22,1985-05-22,2000-10-24,Engineer
14847,Matk,Perng,1964-08-16,1995-09-07,9999-01-01,Senior Staff
14870,Weicheng,Stranks,1964-11-21,1992-12-26,9999-01-01,Engineer
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Engineer
14917,Munir,Hofman,1964-02-23,1994-09-08,9999-01-01,Senior Staff
14931,Heeju,Luef,1964-11-15,1997-05-23,9999-01-01,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Senior Staff
14944,Jixiang,Douceur,1964-01-30,1991-09-27,9999-01-01,Senior Staff
14945,Fumino,Chartres,1964-05-31,1989-09-09,1997-07-20,Senior Engineer
14951,Temple,Goodrum,1964-12-30,1991-12-24,9999-01-01,Senior Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14974,Joydip,Adachi,1964-05-21,1990-02-12,9999-01-01,Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,Engineer
15010,Rosalyn,Meszaros,1964-06-03,1990-10-10,1992-08-04,Engineer
15011,Felicidad,Isard,1964-05-17,1986-12-23,1994-04-30,Senior Staff
15022,Krisda,Mitchem,1964-08-26,1996-09-27,9999-01-01,Senior Engineer
15040,Moto,Schrooten,1964-07-04,1996-11-11,2001-03-19,Senior Staff
15041,Sham,Staylopatis,1964-06-25,1991-09-28,1998-05-01,Engineer
15053,Shigeu,Raczkowsky,1964-12-25,1996-11-28,9999-01-01,Staff
15062,Mads,Monarch,1964-03-25,1999-12-11,2002-02-04,Staff
15078,Steen,Thiran,1964-12-31,1996-09-02,1997-07-21,Engineer
15103,Eran,Rosiles,1964-04-05,1999-03-19,9999-01-01,Engineer
15106,Rutger,Gornas,1964-07-01,1996-11-01,9999-01-01,Engineer
15122,Make,Chorvat,1964-11-21,1988-09-21,1988-10-01,Engineer
15125,Heather,Brodal,1964-09-13,1995-11-20,9999-01-01,Senior Staff
15149,Erzsebet,Chandrasekhar,1964-02-11,1999-03-08,9999-01-01,Senior Engineer
15152,Shridhar,Sidou,1964-06-11,1995-07-01,1998-06-12,Engineer
15173,KayLiang,Naumovich,1964-11-16,1993-01-03,9999-01-01,Engineer
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,Engineer
15191,Kazuhiro,Seuren,1964-02-12,1989-01-08,9999-01-01,Technique Leader
15212,Khosrow,Haldar,1964-08-12,1999-02-19,2000-04-04,Engineer
15222,Gift,Kamble,1964-04-17,1995-12-02,1996-02-03,Technique Leader
15235,Zhongwei,Luff,1964-05-16,1990-10-16,9999-01-01,Senior Staff
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,Senior Staff
15275,Yurij,Hasenauer,1964-03-18,1996-02-11,2001-03-14,Staff
15289,Flemming,Lagarias,1964-02-02,1994-08-17,9999-01-01,Assistant Engineer
15293,Pantung,Puppo,1964-04-29,2000-08-09,9999-01-01,Technique Leader
15306,Gurbir,Katzenelson,1964-09-26,1999-03-08,9999-01-01,Staff
15309,Zijian,Kambil,1964-06-30,1999-10-04,9999-01-01,Staff
15315,Jayesh,Francisci,1964-09-09,1996-01-14,9999-01-01,Staff
15327,Jeanne,Vakili,1964-09-21,1990-07-10,9999-01-01,Technique Leader
15339,Zhonghui,Ranai,1964-01-29,1992-05-02,9999-01-01,Assistant Engineer
15355,Hisao,Yurov,1964-09-16,1987-10-09,9999-01-01,Senior Engineer
15360,Xianlong,Neiman,1964-01-07,1997-10-26,1998-02-04,Staff
15364,Sakthirel,Quittner,1964-02-19,1999-05-06,9999-01-01,Senior Staff
15393,Fumitaka,Itzigehl,1964-08-08,1992-11-25,9999-01-01,Senior Staff
15397,Remco,Gargeya,1964-02-29,1990-08-13,9999-01-01,Senior Engineer
15401,Limsoon,Denis,1964-05-31,1998-08-11,2000-10-11,Engineer
15405,Richard,Munch,1964-11-19,1989-07-19,9999-01-01,Assistant Engineer
15436,Kwangsub,Negoita,1964-03-13,1999-01-27,9999-01-01,Senior Staff
15437,Qiwen,Garigliano,1964-01-21,1991-04-18,9999-01-01,Engineer
15444,Shir,Schreiter,1964-08-01,1989-03-08,9999-01-01,Senior Engineer
15449,Yinghua,Kropf,1964-04-17,2001-03-27,9999-01-01,Senior Staff
15457,Boalin,Scallan,1964-07-06,1989-02-20,1989-12-26,Senior Staff
15485,Sadun,Comellas,1964-07-16,1988-11-07,9999-01-01,Senior Engineer
15486,Mariangiola,Zhang,1964-06-14,1989-02-20,9999-01-01,Engineer
15495,Sven,Rotem,1964-06-04,1988-05-25,9999-01-01,Senior Staff
15502,Susanne,Rahier,1964-11-10,1991-05-14,9999-01-01,Engineer
15533,Gift,Gien,1964-04-30,1989-05-21,9999-01-01,Senior Staff
15536,Herbert,Cmelik,1964-05-06,1998-05-27,2001-07-16,Staff
15542,Mariangiola,Hardjono,1964-03-01,1988-04-26,9999-01-01,Senior Engineer
15547,Leandro,Murillo,1964-03-05,1987-02-03,9999-01-01,Engineer
15574,Evgueni,Kalloufi,1964-04-24,1988-12-19,9999-01-01,Senior Staff
15599,Filipe,Piancastelli,1964-11-23,1987-02-16,9999-01-01,Senior Staff
15620,Alejandro,Randi,1964-04-10,1987-02-14,9999-01-01,Senior Staff
15624,Marit,Codenie,1964-04-15,1991-05-26,9999-01-01,Technique Leader
15663,Bartek,Maccarone,1964-10-08,1990-04-18,9999-01-01,Engineer
15678,Suebskul,Barvinok,1964-02-02,1988-02-06,2002-03-22,Senior Staff
15704,Hisao,Lamba,1964-12-25,1996-07-29,9999-01-01,Engineer
15707,Richard,Speel,1964-01-10,1996-04-13,1996-09-29,Staff
15725,Shuichi,Petersohn,1964-07-04,1987-11-04,9999-01-01,Senior Staff
15736,Shounak,Muniz,1964-07-17,1999-08-09,2001-11-01,Staff
15766,Dhritiman,Osgood,1964-01-26,1986-11-14,1989-06-28,Engineer
15792,Stabislas,Suessmith,1964-09-27,1993-02-24,9999-01-01,Technique Leader
15797,Qingxiang,Rosis,1964-11-20,1991-04-24,9999-01-01,Engineer
15798,Heejo,Rajcani,1964-07-23,1994-03-02,9999-01-01,Assistant Engineer
15816,Cedric,Gihr,1964-02-17,1989-08-08,1996-08-27,Technique Leader
15817,Kagan,Frolund,1964-05-19,1990-12-04,9999-01-01,Senior Engineer
15820,Petter,Kaelbling,1964-02-11,1998-07-18,9999-01-01,Engineer
15823,Angus,Langford,1964-02-21,1994-10-29,9999-01-01,Senior Staff
15852,Nathalie,Bonifati,1964-10-22,1988-06-01,9999-01-01,Senior Engineer
15862,Gao,Wrigley,1964-04-24,1995-05-05,9999-01-01,Engineer
15881,Ortrun,Luby,1964-05-11,1986-09-27,9999-01-01,Engineer
15888,Salvador,Zumaque,1964-04-14,1987-08-07,9999-01-01,Senior Staff
15897,Menkae,Perez,1964-11-08,1996-01-07,9999-01-01,Senior Engineer
15898,Zengping,Bail,1964-03-14,1996-04-25,9999-01-01,Senior Staff
15950,Subir,Baak,1964-01-27,1993-08-16,9999-01-01,Senior Staff
15953,Make,Steinauer,1964-07-26,1990-11-04,9999-01-01,Senior Staff
15959,Yannik,Milicia,1964-03-11,1996-01-27,9999-01-01,Staff
15962,Mooi,Barvinok,1964-07-26,1996-03-11,9999-01-01,Staff
15980,Bernardo,Kakkad,1964-10-07,1992-10-21,9999-01-01,Senior Staff
15998,Urs,Speel,1964-03-16,1995-07-21,9999-01-01,Senior Staff
16007,Premsyl,Dalton,1964-05-30,1988-04-15,9999-01-01,Engineer
16021,Mary,Ananiadou,1964-06-04,1994-05-21,9999-01-01,Engineer
16031,Elliott,Parveen,1964-11-03,1993-12-17,9999-01-01,Senior Staff
16038,Sreenivas,Schrift,1964-10-16,1997-11-01,9999-01-01,Staff
16048,Rance,Demir,1964-05-13,1994-12-13,9999-01-01,Senior Staff
16091,Yucai,Belinskaya,1964-09-28,1987-01-10,9999-01-01,Engineer
16098,Stella,Fortenbacher,1964-12-11,1985-09-30,9999-01-01,Engineer
16115,Haldun,Silva,1964-11-30,1985-11-14,9999-01-01,Senior Staff
16121,Takushi,Greenaway,1964-05-08,1999-04-25,2001-07-28,Staff
16125,Mori,Alpin,1964-08-19,1989-11-12,9999-01-01,Engineer
16128,Guenter,Bain,1964-05-17,1994-07-13,9999-01-01,Engineer
16168,JoAnna,Ashish,1964-02-05,1986-10-15,9999-01-01,Assistant Engineer
16210,Paloma,Hardjono,1964-10-22,1991-01-18,9999-01-01,Senior Staff
16275,Maja,Ruemmler,1964-06-08,1987-11-25,9999-01-01,Engineer
16298,Anneke,Asrin,1964-08-11,1990-02-07,2000-03-02,Engineer
16303,Jamaludin,VanScheik,1964-02-27,1987-12-06,1989-03-13,Senior Staff
16321,Parviz,Schlenzig,1964-07-16,1989-01-13,9999-01-01,Senior Staff
16339,Luise,Gunderson,1964-09-28,1996-07-05,9999-01-01,Staff
16344,Odoardo,Brlek,1964-03-18,1996-03-31,9999-01-01,Senior Engineer
16356,Sibyl,Woycyznski,1964-06-25,1988-12-05,9999-01-01,Senior Staff
16371,Duri,Danlos,1964-03-25,1987-05-12,9999-01-01,Senior Staff
16376,Mamdouh,Smailagic,1964-01-21,1997-04-07,9999-01-01,Engineer
16385,Houman,Jonsson,1964-11-25,1998-05-25,9999-01-01,Engineer
16394,Chinho,Gluchowski,1964-01-16,1986-02-03,9999-01-01,Senior Staff
16402,Salvador,Spell,1964-07-19,1999-10-18,2000-02-02,Engineer
16409,Khedija,Papadias,1964-05-13,1994-07-17,9999-01-01,Assistant Engineer
16416,Ramzi,Kaltofen,1964-01-30,1995-12-29,9999-01-01,Engineer
16419,Quingbo,Lubachevsky,1964-02-23,1985-09-19,1994-03-12,Engineer
16428,Arun,Chinin,1964-09-05,1996-11-28,2000-06-02,Senior Staff
16458,Lubomir,Ulupinar,1964-08-12,1994-12-17,9999-01-01,Senior Staff
16468,Adel,Thiran,1964-01-30,1990-09-15,9999-01-01,Engineer
16476,Mitsuyuki,Huttel,1964-02-15,1988-04-22,9999-01-01,Technique Leader
16483,Kwangyoen,Karlin,1964-07-07,1986-01-01,1999-06-20,Engineer
16496,Oscal,Kranzdorf,1964-08-15,1991-02-14,1997-10-30,Senior Staff
16501,Fayez,Veldwijk,1964-07-14,1997-04-13,9999-01-01,Staff
16513,Toney,Auria,1964-10-15,1987-03-03,9999-01-01,Senior Staff
16522,Jongsuk,Luks,1964-11-12,1997-04-26,9999-01-01,Staff
16573,Uinam,Swick,1964-01-19,1991-06-13,9999-01-01,Senior Engineer
16598,Sivanarayana,Hiltgen,1964-12-21,1990-05-13,9999-01-01,Senior Engineer
16602,Zorica,Hinsberger,1964-03-08,1998-04-07,9999-01-01,Staff
16610,Geoffry,Holburn,1964-06-11,1989-08-02,9999-01-01,Senior Staff
16628,Sumali,Nollmann,1964-12-03,1997-09-23,9999-01-01,Engineer
16637,Mana,Mattern,1964-02-19,1990-06-13,2000-10-19,Senior Engineer
16638,Masanao,Rouquie,1964-08-05,1992-03-05,9999-01-01,Senior Staff
16641,Yurii,Driscoll,1964-09-14,1998-07-27,2001-04-28,Senior Staff
16697,Rasikan,Kavraki,1964-11-24,1990-04-29,9999-01-01,Assistant Engineer
16701,Yongqiao,Picht,1964-10-21,2000-01-17,9999-01-01,Staff
16710,Arumugam,Escriba,1964-01-10,1993-01-31,9999-01-01,Senior Staff
16745,Xianlong,Zwicker,1964-02-16,1994-07-09,9999-01-01,Senior Staff
16748,Paddy,Ibel,1964-04-22,1989-11-27,1994-09-30,Senior Staff
16753,Takahira,Siochi,1964-09-02,1990-12-16,1996-08-08,Engineer
16770,Guiseppe,Gonthier,1964-03-26,1998-06-20,9999-01-01,Engineer
16822,Shen,Spell,1964-01-08,1989-03-03,9999-01-01,Senior Staff
16842,Arfst,Luce,1964-01-20,1985-07-12,1994-03-14,Assistant Engineer
16865,Gou,Rosin,1964-06-12,1986-01-08,9999-01-01,Senior Staff
16882,Tetsurou,Danecki,1964-05-04,1999-07-24,9999-01-01,Staff
16936,Vitaly,Baar,1964-10-01,1996-09-26,9999-01-01,Staff
16943,Duro,Pews,1964-09-29,1991-04-03,1992-10-31,Assistant Engineer
16946,Owen,Quaggetto,1964-11-02,1997-03-03,9999-01-01,Senior Engineer
16956,Tetsurou,Bennet,1964-02-18,1998-10-05,9999-01-01,Staff
16963,Monique,Lalonde,1964-11-07,1988-07-06,9999-01-01,Senior Engineer
16968,Patricio,Stifter,1964-07-16,1991-01-23,9999-01-01,Engineer
16989,Limsoon,Ruther,1964-11-06,2002-03-23,9999-01-01,Assistant Engineer
16994,Ronnie,Limongiello,1964-11-20,1985-07-03,1995-08-18,Engineer
17009,Carrsten,Jansen,1964-07-22,1992-11-19,9999-01-01,Senior Staff
17026,Sham,Hockney,1964-11-21,1986-05-29,9999-01-01,Senior Staff
17027,Quingbo,Birge,1964-05-28,1993-02-15,9999-01-01,Senior Staff
17050,Koldo,Oppitz,1964-10-25,2001-08-19,9999-01-01,Engineer
17083,Masoud,Gurbaxani,1964-12-17,1993-10-11,9999-01-01,Engineer
17094,Nagui,Lorcy,1964-05-26,1995-10-05,9999-01-01,Engineer
17099,Pohua,Jayawardene,1964-05-14,1996-04-14,9999-01-01,Engineer
17113,Ymte,Fujisawa,1964-07-21,1996-08-14,9999-01-01,Engineer
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,Engineer
17124,Amabile,Angelopoulos,1964-05-21,1987-07-15,1996-07-20,Senior Staff
17134,Leaf,Talmon,1964-12-06,1990-07-06,1997-04-04,Staff
17149,Leen,Griswold,1964-12-12,1995-10-01,1996-09-03,Senior Staff
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,Engineer
17175,Tokuyasu,Kroft,1964-12-18,1994-01-21,2000-12-14,Staff
17177,Garnet,Highland,1964-01-30,1987-10-08,9999-01-01,Engineer
17202,Jayesh,Quittner,1964-03-03,1997-12-17,9999-01-01,Staff
17219,Deborah,Ghandeharizadeh,1964-05-19,1985-08-24,1994-12-25,Senior Engineer
17234,Miomir,Oppitz,1964-06-15,1986-09-29,1992-01-06,Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,Senior Staff
17249,Zhiwei,Horswill,1964-08-29,1990-07-06,9999-01-01,Senior Staff
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,Senior Engineer
17286,Arunachalam,Ermel,1964-08-08,1989-07-07,9999-01-01,Engineer
17310,Florian,Stemann,1964-06-19,1996-09-26,9999-01-01,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,Senior Staff
17358,Masami,Plotkin,1964-09-19,1996-10-23,2000-12-29,Assistant Engineer
17360,Gunilla,Bridgland,1964-11-28,1996-12-05,9999-01-01,Engineer
17367,Tooru,Parfitt,1964-09-18,1992-01-23,9999-01-01,Senior Staff
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,Senior Engineer
17381,Maia,Shimshoni,1964-07-10,1998-03-27,9999-01-01,Engineer
17404,Martijn,Penttonen,1964-04-05,1989-02-23,9999-01-01,Technique Leader
17420,Jinpo,Stamatiou,1964-05-22,1988-10-13,9999-01-01,Senior Staff
17433,Flemming,Wegerle,1964-05-21,1985-09-29,9999-01-01,Technique Leader
17452,Abdelkader,Erdmenger,1964-08-28,1995-07-09,1996-03-03,Engineer
17469,Chiradeep,Khamsi,1964-12-19,1991-10-18,9999-01-01,Senior Staff
17473,Constantine,Ravishankar,1964-05-05,1991-10-02,9999-01-01,Senior Staff
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,Senior Engineer
17522,Hugh,Yurov,1964-05-10,1996-05-04,1998-06-25,Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Engineer
17533,Xuejia,Perin,1964-11-25,2000-02-05,9999-01-01,Technique Leader
17535,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,Assistant Engineer
17537,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,Engineer
17560,Garnik,Giveon,1964-07-15,1997-01-23,9999-01-01,Staff
17569,Susanna,Vickson,1964-10-13,1994-12-26,9999-01-01,Staff
17572,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,Engineer
17575,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,Engineer
17578,Janche,Molenkamp,1964-09-04,1994-09-13,9999-01-01,Engineer
17580,Navin,Bruckman,1964-03-24,1989-01-09,1993-07-24,Staff
17602,Jouni,Kusakari,1964-05-12,1993-02-19,9999-01-01,Senior Staff
17620,Heather,Simkin,1964-10-14,1996-02-24,9999-01-01,Engineer
17624,Isamu,Emiris,1964-08-03,1998-08-20,9999-01-01,Senior Staff
17640,Sakthirel,Zastre,1964-11-24,1998-02-10,2000-05-06,Staff
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Senior Staff
17652,Edwin,Detkin,1964-02-11,1986-05-06,1989-04-15,Engineer
17654,Syozo,Hanratty,1964-11-14,1997-11-12,9999-01-01,Technique Leader
17700,Adam,McAlpine,1964-03-28,1992-11-23,9999-01-01,Engineer
17724,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,Engineer
17734,Fox,Matzov,1964-05-24,1995-12-12,9999-01-01,Engineer
17746,Sreenivas,Teitelbaum,1964-03-07,1994-05-04,1998-03-13,Engineer
17766,Irene,Oxenboll,1964-11-23,1996-11-04,9999-01-01,Engineer
17773,Joydip,Hebden,1964-12-13,1995-05-26,9999-01-01,Senior Staff
17781,Amstein,Birke,1964-02-10,1994-12-20,9999-01-01,Senior Staff
17784,Ung,Kavvadias,1964-08-05,1998-08-09,9999-01-01,Engineer
17795,Houman,Solares,1964-05-18,1992-11-23,9999-01-01,Senior Engineer
17820,Florina,Biran,1964-12-09,1989-06-14,2000-06-07,Engineer
17831,Boaz,Peha,1964-09-08,1996-06-24,9999-01-01,Engineer
17850,Mabhin,Anily,1964-09-23,1997-05-26,9999-01-01,Engineer
17860,Xiong,Kalsbeek,1964-05-05,1988-12-15,1997-12-23,Engineer
17865,Djenana,Syrotiuk,1964-05-24,1992-10-13,9999-01-01,Engineer
17876,Perla,Schueller,1964-09-18,1994-08-14,9999-01-01,Senior Staff
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17924,Mikhail,Mitchem,1964-06-27,1995-05-10,9999-01-01,Senior Staff
17928,Petter,Siprelle,1964-12-08,1994-10-20,9999-01-01,Staff
17929,Nigel,Cusworth,1964-10-26,1991-01-11,9999-01-01,Senior Staff
17933,Morris,Schnabel,1964-01-21,1993-09-29,9999-01-01,Engineer
17954,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,Senior Staff
17965,Abdelwaheb,Thummel,1964-07-26,1999-01-17,9999-01-01,Senior Staff
18004,George,Miyakawa,1964-04-16,1995-04-01,9999-01-01,Staff
18026,Vesna,Backhouse,1964-11-25,1993-04-18,9999-01-01,Senior Staff
18039,Danco,Rubsam,1964-03-03,1988-05-31,9999-01-01,Technique Leader
18048,Sigeru,Matzke,1964-03-22,1991-12-04,9999-01-01,Senior Staff
18052,Hongzue,Samarati,1964-10-09,1994-04-09,9999-01-01,Engineer
18077,Gina,Giarratana,1964-01-22,1995-12-08,2001-10-22,Assistant Engineer
18107,Augustine,Mondadori,1964-03-29,1998-06-13,9999-01-01,Senior Engineer
18111,Gaetan,Litzkow,1964-01-07,1998-10-02,9999-01-01,Staff
18147,Mahmut,Bierbaum,1964-11-06,1985-08-07,9999-01-01,Senior Staff
18168,Shugo,Stassinopoulos,1964-08-09,2001-08-26,9999-01-01,Technique Leader
18179,Owen,Heijenga,1964-11-26,1993-05-24,9999-01-01,Senior Staff
18188,Jagoda,Joslin,1964-07-29,1990-05-07,1999-04-05,Senior Engineer
18192,KayLiang,Bazelow,1964-04-20,1987-01-31,9999-01-01,Engineer
18197,Lihong,Luks,1964-11-30,1994-03-03,9999-01-01,Senior Staff
18227,Shugo,Dulay,1964-12-06,1985-07-28,9999-01-01,Senior Staff
18229,Huan,Baranowski,1964-02-28,1993-10-05,9999-01-01,Senior Staff
18238,KayLiang,Maliniak,1964-08-16,1986-06-22,1997-08-08,Senior Staff
18257,Conrado,Serra,1964-10-24,1993-02-19,9999-01-01,Senior Staff
18258,Matt,Hiroyama,1964-02-28,1992-03-20,9999-01-01,Senior Staff
18266,Kiyokazu,Sommen,1964-02-06,1994-11-26,9999-01-01,Assistant Engineer
18292,Noritoshi,Auria,1964-07-04,1997-10-27,9999-01-01,Staff
18304,Moon,Kowalchuk,1964-12-30,2001-06-09,9999-01-01,Staff
18307,Barton,Stentiford,1964-08-24,1992-09-30,9999-01-01,Engineer
18320,Bedir,Sanella,1964-01-23,1988-04-11,2001-02-23,Engineer
18336,Arunachalam,Binding,1964-10-26,1994-01-04,9999-01-01,Assistant Engineer
18351,Serap,Worfolk,1964-03-25,1996-01-15,9999-01-01,Engineer
18363,Mamdouh,Peres,1964-01-16,1999-01-31,9999-01-01,Staff
18377,Paraskevi,Farris,1964-11-15,1997-09-19,9999-01-01,Staff
18380,Fumino,Whittlesey,1964-04-16,1994-09-08,9999-01-01,Engineer
18411,Yolla,Nooteboom,1964-05-17,1998-11-02,9999-01-01,Senior Staff
18412,Leah,Bauknecht,1964-11-24,1991-11-01,1997-08-19,Staff
18437,Jianwen,Gaughan,1964-01-11,1987-01-04,9999-01-01,Senior Staff
18440,Kagan,Schrooten,1964-02-02,1997-01-03,9999-01-01,Staff
18471,Sastry,Birke,1964-12-08,1990-02-10,1990-05-04,Staff
18479,Mechthild,Gulla,1964-09-17,1998-09-10,9999-01-01,Staff
18489,Sadun,McFarlin,1964-01-09,1994-05-10,9999-01-01,Engineer
18494,Marlo,Chepyzhov,1964-03-20,1998-07-10,9999-01-01,Staff
18522,Shaw,Mawatari,1964-04-25,1991-02-12,9999-01-01,Assistant Engineer
18534,Valeska,Unno,1964-02-29,1986-11-08,9999-01-01,Engineer
18577,Ger,Oberman,1964-03-28,1986-01-07,1994-02-07,Engineer
18588,Temple,Narahara,1964-05-07,1986-07-02,9999-01-01,Senior Staff
18589,Weicheng,Thummel,1964-07-09,1995-06-10,9999-01-01,Engineer
18597,Jayesh,Nergos,1964-07-23,1989-05-30,9999-01-01,Senior Staff
18603,Xuejia,Rosiles,1964-03-20,1992-04-07,9999-01-01,Senior Staff
18624,Bader,Lindenbaum,1964-10-10,1998-04-29,9999-01-01,Engineer
18625,Tuval,Brodie,1964-11-05,1989-10-12,9999-01-01,Engineer
18626,Mountaz,Janocha,1964-05-06,1993-06-01,9999-01-01,Senior Engineer
18674,Cedric,Schaap,1964-09-22,1995-11-13,9999-01-01,Assistant Engineer
18693,Mantis,Herath,1964-05-17,1992-03-01,1997-03-31,Engineer
18696,Shigeo,Lenart,1964-08-05,1990-09-25,1994-11-30,Engineer
18732,Uinam,Matzov,1964-09-27,1989-07-23,1990-09-04,Engineer
18736,Kish,Sichman,1964-12-08,1987-12-15,9999-01-01,Engineer
18740,Serap,Zedlitz,1964-08-02,1994-10-24,9999-01-01,Staff
18746,Troy,Zlotek,1964-08-17,1994-12-09,9999-01-01,Senior Engineer
18758,Randy,Dratva,1964-12-05,1988-11-15,9999-01-01,Engineer
18776,Alper,Desikan,1964-09-27,1990-01-03,1995-01-28,Senior Staff
18777,Adam,Rahier,1964-09-09,1985-08-20,9999-01-01,Senior Staff
18801,Erez,Tsukuda,1964-08-07,1999-04-29,9999-01-01,Staff
18803,Tomokazu,Marchesini,1964-03-22,1987-11-24,9999-01-01,Senior Staff
18822,Xiaoshan,Samarati,1964-09-12,1995-12-12,9999-01-01,Engineer
18824,Divier,Osgood,1964-08-25,1986-06-24,9999-01-01,Senior Staff
18831,Mostafa,Garigliano,1964-02-26,1991-08-13,9999-01-01,Engineer
18838,Kiam,Feinberg,1964-05-24,1989-08-23,1995-11-20,Senior Engineer
18862,Ramalingam,Antonakopoulos,1964-02-24,1997-11-08,9999-01-01,Senior Staff
18869,Aamod,Debuse,1964-03-24,1991-07-11,9999-01-01,Senior Staff
